Address,WETH,BNB
0x12d5cae401268d459484eb4a00c55fa6acc73398,0,38.143774312293413771
0x12df06308143fc9e5cc63c50e84553782a09ec9a,0,2.641274145953616601
0x12e16dc6c7ad5c9e10ca14109cdf4a46da290580,0,0.001718741810227473
0x14bceb66eec79f40fae41a4ef00afeec60e0e33f,0,0.000000000000000001
0x15e7ec8fa2797987de30902317af0f9fe98d4a3d,0,1.451212150874414011
0x2481e490154b9f4aa7a51006d99c41171f5b4c0c,0,0.568983735347263545
0x256ed5ecabc4b4ebe2b9a341475b3ec41a2cba24,0,0.1
0x2884d01a4915b05f23084dd210b57f57f1a81eed,0,0.029470643571588449
0x2c58b41cfdba0023c311724ae134766999ed3b69,0,0.000000000000000004
0x32ab954322a90239892c1e39df5565c625ffa0e7,0,0.244185043494325272
0x49fd97327ed080c6806ff3b4c74f756b15acc572,0,468.174315049339841966
0x4cd209eef1308eedd8f0406e887942e236af7cf6,0,0.000000000000000005
0x68661af479c8f3f49e49096ea7a73e4087fb9e94,0,0.00092944943628633
0x7188babb7612daab83c19462110b699a20eb1264,0,0.010048606820099075
0x788aa129b7563ff2aa8842cba5f257faa5221ae3,0,0.000000017132192208
0x8cafd0397e1b09199a1b1239030cc6b011ae696d,0.099,15.0399135
0xa77854908a52e3ecfe8c713d51ebbbcae9fd66ef,0,1
0xac8777e09acae7816ce3c598ca85293dda3e3b72,0,12.927144346448134343
0xb4fd4a9ae47edc68e353cf47e7a52b4a35c1e5b7,0,0.048558698105261876
0xb50ee7e68be4f420d4608382306dbe3ede2b2b73,0,0.000278914042124306
0xb8275d9cc97c315a7cde50d1921c023d07fba0fe,0,0.001272160485772971
0xb8cc895f2e7320c16fe2a0bf371c43948e8142ad,0,0.003828649918493422
0xbf85ef4216340eb5cd3c57b550aae7a2712d48d2,0.001,0
0xca26b49801e3395aa05304b95253542567741911,0,0.208378115338322716
0xcf1485673ad160c92d5b17beab6f52281dd17ab1,0,0.000000000000000001
0xd431e6bbc9395d3264ac646c7cc32de906ea7edf,0,0.000000000000000006
0xea4d392f07a7080cbb58f914e5750cb8b7342bd5,0.03,0
0xf13b302d9e6f5fa2b3810a9a0930eb84715fd365,0,0.000000000000000006
0xf29593ac58c78ecc0bf1d0e8b55e819c5b521ae4,0,0.000000000000000001
0x055735e11dcb95bc705caa6ddc1e3436af017874,0,0.050000000000000003
0x12d5cae401268d459484eb4a00c55fa6acc73398,0,38.143774312293413771
0x12df06308143fc9e5cc63c50e84553782a09ec9a,0,2.641274145953616601
0x12e16dc6c7ad5c9e10ca14109cdf4a46da290580,0,0.001718741810227473
0x12fe20de6b441f18ba9a3c9a7a78c9bd16723e8d,0,0.01
0x13b59bb229861f093557294f8555410731943e15,0,0.5
0x14720e148706f7978831d3a834ae9b96c2d88c1a,0,0.010341888261595332
0x14bceb66eec79f40fae41a4ef00afeec60e0e33f,0,0.000000000000000001
0x15e7ec8fa2797987de30902317af0f9fe98d4a3d,0,1.451212150874414011
0x1bda0a00d113eee140757aa5603c7cca15295153,0,0.005
0x2391f6d682aabd971f160cfba8e95cc0407cf6f9,0,0.02
0x2481e490154b9f4aa7a51006d99c41171f5b4c0c,0,0.568983735347263545
0x256ed5ecabc4b4ebe2b9a341475b3ec41a2cba24,0,0.1
0x2764a735b32b1df4287fb5d7b556f8004d82abb0,0,0.001
0x2884d01a4915b05f23084dd210b57f57f1a81eed,0,0.029470643571588449
0x290bdaf642684a06a8c9e1ed79ea0d89838fa6bd,0,0.005
0x29e537e3b9349f9a60953a1cd1e8e9127baa6de4,0,0.430464565214269476
0x2c58b41cfdba0023c311724ae134766999ed3b69,0,0.000000000000000004
0x32ab954322a90239892c1e39df5565c625ffa0e7,0,0.244185043494325272
0x336a57ceebf7b04abbfd2a87e6c29ff6d6c0421e,0,0.01
0x3618cd973518eaf9bb0c430b93a850faaa278e3d,0,13.164734691255418794
0x374f5fa69b977964d5242c95cd2d31db663bddf0,0,0.01
0x445ed33fb4f48c190c8de1a0f59eb310a6ecff4b,0,0.0003
0x49fd97327ed080c6806ff3b4c74f756b15acc572,0,468.174315049339841966
